remark,dataflag,alttime,altitem,entname,cxstatus,altdate,openo
,核准通过,0.0,监事备案,3baf6fabbdb387f3cb1c49278e8c504c,变更,1408032000000.0,WB370112140814000039
1,1,2.0,经营范围变更,6eaf5991cf1a901bb4eadda841c471a6,,1465315200000.0,37012721605230089
1,核准通过,1.0,法定代表人变更,f9035d1f20242768d756e3b89c34dab8,变更,1442160000000.0,37010521509100029
1,核准通过,1.0,村(路/社区),bb0defac66b9a7cf0548a4c22f04ab8d,,1493136000000.0,37018121704160003
,1,1.0,联系电话变更,4a328fc328e58ab1a29bd9c35d3035f7,,1479312000000.0,37018121611070019
,核准通过,0.0,换照,cfc1f88ffedf4ce6b1a3064ed0cf94a1,变更,1420300800000.0,37012620150104000002
1,核准通过,1.0,法定代表人变更,059cb03db1ff72d0baa2e27809120bbd,,1521388800000.0,37012521803090005
1,核准通过,2.0,法定代表人变更,5d22c10904d58c6b1e92a928fbac2217,,1459872000000.0,37010321604060006
1,核准通过,1.0,住所变更,371c081dcd0476d16e58a72fdeba79ad,,1467907200000.0,37011321606230001
1,1,1.0,162,0911119e91208af4f92ee85029f6981c,1,1533571200000.0,a2c60164ee696b7b5622
1,核准通过,1.0,董事备案,fb79af3a900ab01dad7557f1601fb8df,,1492617600000.0,37010521703310126
,核准通过,14.0,经营范围变更,a3360149e88e8d09e50df8dea4ca3a9d,变更,1289750400000.0,37010220101115000043
1,核准通过,1.0,市,10dac90d0bd964fe6b0288488d73ea2d,,1483027200000.0,37011221612280028
1,核准通过,1.0,号,d56928a32c2c80325d2f4411a7097216,变更,1448985600000.0,37011221511180033
1,核准通过,6.0,投资人(股权)变更,8e896ea0db4a3066ea5bbea971fa0c7c,变更,1438704000000.0,34ca014efc819e500955
1,核准通过,2.0,省,0b08583fac2463b42566c0a712e9e829,变更,1531152000000.0,aefd0164794d21dd6f29
,核准通过,0.0,换照,91f9380497fb86652d2089a9f70ecf51,变更,1415894400000.0,37012720141114000029
1,1,1.0,清算组负责人电话,679fc5f46e67457c380a78dd90a2f1a6,,1506700800000.0,37011221709130062
1,1,1.0,企业类型变更,a742b41cf8f68c027ce2982e4e89b399,1,1458662400000.0,37011221603070018
1,核准通过,3.0,监事备案,10b161dbebaeef4ff1394451b4ef633e,变更,1531843200000.0,71b00164a0e3057d7925
1,核准通过,1.0,经理备案,a805d0918f27ca8b34ed3112994d4927,,1491408000000.0,37010221703270095
,1,2.0,章程修正案备案,5792b00eaadf67fd7f7d30481ac28e5f,,1468512000000.0,37011221606300035
1,核准通过,2.0,经营范围变更,e16daa381e5502953741c74913baa582,,1516204800000.0,37010521801030034
1,核准通过,1.0,清算组负责人电话,8dd0a42f179e4f923eb7c3122f04a1b3,变更,1489420800000.0,81a0015aa79c9b0f658d
1,核准通过,3.0,村(路/社区),c1fd6807122039e4fa81c8b4bb4c2635,变更,1533744000000.0,44f601651373adfb7d43
,1,6.0,登记机关变更,93b7e0189d304bea545277f77eab774a,1,1215052005000.0,37010236776
,核准通过,1.0,投资人(股权)变更,b626497aa5fb9d94535e501598ba67fd,变更,1245254400000.0,37010020090618000060
,核准通过,1.0,一般经营项目变更,8191386826c8e3ecbc221af60c023af8,变更,1381852800000.0,WB370102131016000011
1,核准通过,1.0,董事备案,64511aed27c03372e25757de6af8dd51,变更,1531152000000.0,c9da01646d54a9b22002
1,核准通过,1.0,投资人(股权)变更,2714a1d0489d4accf7508b6ae9949cb6,,1483891200000.0,37011221612310008
,1,1.0,管辖机关,230ecdb481a070eeaad37adf86ec1b6d,1,1505404800000.0,37011221708280062
,1,19.0,登记机关变更,0a32694b8feef8e15fe1b9068829bf7f,1,1188523274000.0,zx155571
,核准通过,1.0,登记机关变更,360204a8cdac59f6e47cbac3af61c34b,变更,1285808196000.0,37010020100930000116
1,1,1.0,省,289d2dd26c77b6d9dd3188fa382c04e2,1,1456848000000.0,37010221602290007
1,核准通过,1.0,乡(镇/街道),6ea2b0f18b2f7c48b1554385a089ebb8,变更,1532016000000.0,6c7e0164a1c15a3228fe
,核准通过,1.0,省,58ee2b372068f5ffa5852df2468d44d8,变更,1484668800000.0,336f0159ab7cd508767d
,1,3.0,经营范围变更,62166bbeefb31cf786913557034afa2a,1,1398182400000.0,37010520140423000170
,核准通过,1.0,住所变更,3d8a72951c5ad26339bb828d346d1ab7,变更,1503331200000.0,3c19015e078700b845e4
1,核准通过,1.0,章程修正案备案,ee3a564ba617d56eb59b93c7942f2c0b,变更,1506009600000.0,37012721709190010
1,核准通过,1.0,章程备案,4804ff23981fa595df55aec6812310ee,,1485187200000.0,37010221701140007
,核准通过,11.0,一般经营项目变更,e4605f73406369b9ce40071a619150d1,变更,1365264000000.0,WB370112130327000019
1,核准通过,1.0,经理备案,8292d769f861878714065a4483cfcf7c,变更,1532966400000.0,d38801648d84c8366166
1,1,1.0,监事备案,13dd8be64aa9d2146b88379229a6e291,1,1448899200000.0,37010221511200101
1,1,2.0,董事备案,397356ebfbd4f45c93896c139920ea64,1,1531756800000.0,b2e0016482c11b9d2437
,核准通过,0.0,换照,45276b316645d05bf20f81e8c3cd15c4,变更,1275926400000.0,37010320100608000032
1,核准通过,1.0,联络员信息,006a659e526823d481763db5a6c5cdef,,1467820800000.0,37010521606170071
1,核准通过,4.0,乡(镇/街道),681facf4ce396c466ca0a8dce2022a46,变更,1529337600000.0,9b590163f3d84c5855c6
1,1,1.0,章程备案,ad48be6d116753cb71d51f2412022dbc,,1505059200000.0,37010521708020060
1,1,2.0,经营范围变更,abddc93d384fb274ba2d9afd7f969f16,1,1523289600000.0,587a01626f6740fd333b
1,核准通过,2.0,监事备案,6975d33b646dfc2515b5a97bd67fd401,变更,1467561600000.0,37012721606100001
1,核准通过,3.0,监事备案,5cf24de2842eb83fa1378e3d7c6b9521,变更,1493049600000.0,37010221703010197
1,核准通过,1.0,投资人(股权)变更,3d3d1928319dadd26abaf316cf6f7064,,1490630400000.0,37010221703150123
1,1,2.0,投资人(股权)变更,7d0e2e9449cc6890602e68d8b9602185,,1501084800000.0,37011221706120023
1,1,2.0,经营范围变更,644579ef72f4ba37afbfa8463dfbb56d,,1475078400000.0,37010421609120034
1,核准通过,2.0,号,277ee87b4865749d7cbb0da93fcf0aca,变更,1534348800000.0,870e0165180a5d196375
,核准通过,12.0,投资人(股权)变更,74d9c6e2ba8d8d2e8d4f4f8895edb62f,变更,1119833352000.0,zx103406
1,核准通过,1.0,董事备案,833806ce3cae5d75d5ba1a2a7c33ba07,变更,1426608000000.0,37011221503100035
,核准通过,1.0,工商所变更,4bf6aa5e651b4347b7e792e398435449,变更,1511712000000.0,37010421711060063
,核准通过,2.0,住所变更,af8a5079791bc4adbe4045cd0f068b37,变更,1344355200000.0,37010520120808000080
1,核准通过,1.0,联络员信息,c982fcf4ae13ecaa04bb79b50d0cd552,变更,1504627200000.0,37010521708240065
1,1,2.0,省,d57e04d4016593d9f1d6ba63058f4f50,,1503417600000.0,37012521707270001
1,核准通过,1.0,投资人(股权)变更,1939a424e20769c14fbf1db4ba3d3f54,变更,1530028800000.0,d5b00163761e720105cc
,核准通过,1.0,住所变更,1da2009c2ffc9caa7f2b674bde94d620,变更,1352217600000.0,37011220121107000101
1,1,1.0,董事备案,19441a23076475e71346cafefb06ab52,1,1451491200000.0,37010221512290063
1,核准通过,1.0,投资人(股权)变更,e55c33f141121b4f3dbdc5ffc5e6e8de,变更,1534694400000.0,44f601651d5e899303a2
,核准通过,1.0,董事备案,1ec94d6d1ae01895452bbbcc18ae7194,变更,1119594119000.0,3701276488
1,1,1.0,经营范围变更,245d38e560a2e6a5fbf861d961d952a4,1,1448294400000.0,37012621511230009
1,核准通过,2.0,号,8567e2e317679210bfcdc98f68607487,变更,1446739200000.0,37011221510230046
1,1,1.0,联络员信息,1d83db574e7cc6ec8549ed5ef334566d,,1471017600000.0,37010521607290030
1,核准通过,1.0,董事备案,a4209eba55e082282696525d2fc855db,,1514131200000.0,37018121712210043
,1,0.0,经理备案,9dc02ec2ae1ef9951a6f71616f2f4b3d,1,1398787200000.0,WB370102140422000025
,核准通过,0.0,换照,946e34ff7f1451ed99ed9c3ee5949ffa,变更,1414598400000.0,37010320141030000031
1,核准通过,1.0,经理备案,09d3da17b99e814a4bfd558243f3ba7d,变更,1534780800000.0,fb1f01654078dac62097
1,核准通过,2.0,经营范围变更,75edbf0c27d54abba6786445fe011623,变更,1450022400000.0,37010321511170006
,删除或者驳回或者不予受理,,乡(镇/街道),dfde402963015652e6f4b81659ecd51b,变更,,659c015bf0db919c7c79
,核准通过,18.0,投资人(股权)变更,03a1e33c09984c461ff640730bd4abe3,变更,1062633727000.0,3701048770
1,核准通过,1.0,市,6ed00f293606482a9f9799196c2b6b11,,1500307200000.0,37010521706200024
1,核准通过,1.0,号,bd9089d6f60497dde6e52a1dc43e26f8,变更,1453651200000.0,37010421601120043
,核准通过,6.0,名称变更,fd93ac82bf542bada1d82ef42850e553,变更,1379779200000.0,WB370102130909000003
1,1,1.0,县(市/区),cd9c65b5eb7f2708b081e018bde5ca53,,1482681600000.0,37010221612140034
1,核准通过,1.0,监事备案,d588992a08fcaea6b81a5a02adf681d8,,1501516800000.0,37010221707100014
1,核准通过,1.0,省,792c46f2a74e47a01de16a005fa77499,,1488816000000.0,37012721702270021
1,核准通过,2.0,村(路/社区),1649eca7fa132356eaf64b4962ea2e29,变更,1452787200000.0,37010521601030002
,核准通过,3.0,住所变更,71038f61c409eaba5ede92385107f6a5,变更,969552000000.0,37010222245
1,核准通过,2.0,村(路/社区),0bccdcfaca192e4e747daecffd8dfbdc,变更,1523376000000.0,15e50162664c9aab0d3e
,核准通过,0.0,章程修正案备案,fdca5ed04389a05764a1c69038244c98,变更,1277740800000.0,37012420100629000017
1,核准通过,1.0,清算组负责人电话,cde556b84293929496b2168001825e59,,1520179200000.0,37010521801120073
1,核准通过,1.0,章程备案,185c22d4e8a187a9f2552b85b56a6c2a,变更,1473091200000.0,37010221608240085
1,1,1.0,经营范围变更,488b9f71f9982f2d83b2e8040e1fd669,,1529510400000.0,37010221704170033
1,核准通过,1.0,投资人(股权)变更,a1d05e37ec317228abdf2ce2a9d8bae6,,1476374400000.0,37010421610120028
,1,0.0,换照,b35020c92f0d70d3a24397663ad3acc8,1,1419264000000.0,37011320141223000045
1,核准通过,3.0,董事备案,2724f7a134feb6416eb4e05652804947,变更,1524412800000.0,0d3c01628b178edb0187
1,1,1.0,投资人(股权)变更,6e03ea8ffe7aaba8acdf65e399694ecc,,1498406400000.0,37010221706230060
,1,35.0,一般经营项目变更,4f649eca47ff01af48c6570cbd8196dd,1,1277654400000.0,37012720100628000016
1,核准通过,1.0,投资人(股权)变更,d2f2855066850b4f59a811e13190ad3e,,1513526400000.0,37011221711010080
1,核准通过,3.0,名称变更,fe0d9a731074f21d0f856f9077ec6026,,1490716800000.0,37012721703170028
1,核准通过,1.0,董事备案,2850b86af2613eff1297f5f10b58a34c,,1489420800000.0,37012721703020068
1,核准通过,1.0,联系电话变更,f6870bd29348a1ee1182fd6ff92f0b9e,,1484755200000.0,37012721612190045
1,1,1.0,出资额变更,6a10ee2fed566b860209199edd090cc0,1,1443542400000.0,37010521509290009
,核准通过,1.0,实收资本变更,a8ddc2a8dba1bab54ef98a4c7a104839,变更,1169082053000.0,370100143896
,1,3.0,其他变更(邮政编码),8593bab5179ae9b00d07d7fb69465c17,1,1166492475000.0,37010317201
1,核准通过,3.0,市,f9326e8011135a0cce4d8fdfecbb594e,变更,1426089600000.0,37010221503090020
1,核准通过,1.0,省,a582155372dbe40e885a9aa864b448ca,,1483891200000.0,37010521612200077
1,1,1.0,住所变更,0a46b66575e8f73440b1ca1d43be8cba,,1511193600000.0,37010321710180032
1,1,1.0,章程修正案备案,cab732ca7ac5e45a37f7dded6f24345f,,1516550400000.0,37010221801100096
,核准通过,13.0,经营期限(营业期限)变更,81f332f4a2b95960b05efb2500183207,变更,1334073600000.0,37011220120410000013
1,核准通过,1.0,董事备案,8e6e6c5e6ba39c7607f7af48e28dcbb9,变更,1437321600000.0,37010521507090002
1,核准通过,1.0,章程备案,b2058517fcaaa48cfc6375d8c849f14b,,1463328000000.0,37018121605160031
1,核准通过,1.0,经营范围变更,44c1076bbc09dbe097a312b009cac2bf,,1520265600000.0,37011221802270058
,核准通过,0.0,监事备案,77f63fca25c66167be6b245482b89a41,变更,1287676800000.0,37010220101022000032
MC37010220120227000039,核准通过,1.0,名称变更,52c90b7c495e6638f5bc2c9c307f7105,变更,1330531200000.0,37010220120301000015
1,核准通过,1.0,联络员信息,07577464541b065e07da1312cf31061d,变更,1500393600000.0,37010521707030036
,核准通过,1.0,经营范围变更,4b8f4e8bcb5b1f72c71c4aa7924acb36,变更,1438790400000.0,438c014f010421b934d5
,核准通过,5.0,投资人(股权)变更,d1fe65e2e4c626ae8054b147779496d1,变更,1111037569000.0,zx90853
1,核准通过,2.0,乡(镇/街道),49527be3dc3466f6621c1a3fe1a16021,变更,1453996800000.0,37010221601220004
1,核准通过,2.0,村(路/社区),f6394276335ffe7fbd6a7d137ef91352,变更,1529856000000.0,0f640163f84c21555a64
,核准通过,1.0,法定代表人变更,88ed41c8e60281c5493d9ef889e7990e,变更,1413734400000.0,WB370105141016000010
,核准通过,3.0,投资人(股权)变更,b8b949aefa2bc805d3754ccf29bd49bc,变更,1390492800000.0,WB370102140123000016
1,核准通过,2.0,监事备案,0263c2aa6d63f9b1d7fb50838a9bf621,,1514908800000.0,37012721712110054
,核准通过,1.0,其他变更(邮政编码),2b388950cc918ad70b4aac8169d02805,变更,1127264714000.0,37010315425
1,核准通过,1.0,联系电话变更,547e3fcaf764df38e2c692f8d1f8bede,,1518364800000.0,37010421802050007
,核准通过,11.0,行业代码,5ff188d704edb2edbf808d4d3a70c11c,变更,1399996800000.0,WB370105131225000003
1,核准通过,1.0,经营范围变更,7fbf46bfb7ae22f5711c5811f2ad53ad,,1511107200000.0,37010421710230044
1,核准通过,2.0,经营范围变更,77c5aa7b0d0fd8fadf2bd5d626227393,变更,1524672000000.0,0d3c01628ff23cdf4766
,核准通过,1.0,村(路/社区),d980c347dc4053e4aa2a69a1590aa725,变更,1503244800000.0,3c02015e0265ad250792
,1,3.0,工商所变更,57b27121e0c7fedcf4ed0a83e119af2c,1,1371744000000.0,WB370102130523000047
1,1,2.0,经营范围变更,3ce1a7f33766bc4b9274d74ab636246d,1,1446480000000.0,37012721509110001
1,核准通过,2.0,章程修正案备案,6890e5de870ded1b8891c18bd3259537,变更,1534176000000.0,899c01651dc8bd611835
,核准通过,2.0,住所变更,0e70c5d5d5528230f43ef554f2a06c76,变更,1228233600000.0,37012720081203000022
,核准通过,27.0,住所变更,38140df900aa2fb94f83437d462b2068,变更,1384358400000.0,WB370112131111000005
1,核准通过,1.0,市,ac0ebcadeb8e5ce74cef00942beba3bf,变更,1534348800000.0,e02601653d8aff4375d1
1,核准通过,1.0,住所变更,f7989b974a3b25c670bb3c1dea91343e,,1460649600000.0,37010421603230017
1,核准通过,1.0,法定代表人变更,bfa31bcb6f6c57265b452ae1f354c291,,1485100800000.0,37010521701030041
,1,3.0,实收资本变更,df1879c92ec4ebdeccec16fe0a427536,1,1237219200000.0,37011220090316000176
,1,0.0,换照,f3dc494ddfa213fdd178631557aa16e5,1,1346688000000.0,37010320120904000010
,1,6.0,其他变更(邮政编码),7894d7b7b6c19b8a641257b2e19942ce,1,1113926400000.0,3701275992
1,1,1.0,联络员信息,627581fa45652677eb282e1344f543bc,1,1466352000000.0,37011221604280057
1,核准通过,1.0,法定代表人变更,adb843f3a0d7d3b876b430a98cd3400a,,1511798400000.0,37010321711170075
,核准通过,1.0,工商所变更,99785e4ea3b72047bf3203e05157ff3f,变更,1363708800000.0,WB370104130104000005
,核准通过,16.0,经营范围变更,33794c6ea85ca6b216ca8d31f17f2a2c,变更,1132193526000.0,zx112894
1,核准通过,1.0,章程备案,de7dc367bf8d96768c4a16d30586e6bd,,1463932800000.0,37010221605050119
,核准通过,9.0,经营范围变更,3ac3e612279cb35b8a785cf0cd37009d,变更,1316534400000.0,37010220110921000110
1,1,1.0,监事备案,099f5693846347c2168140d61024fcfc,,1511798400000.0,37012721711130074
,核准通过,1.0,投资人(股权)变更,fbca8d61cfc493c41fca8799f644cef1,变更,1338998400000.0,37010420120607000089
,核准通过,10.0,经营范围变更,1cb343fac6c4f586f01b0e343d62d11b,变更,1351440000000.0,37011220121029000083
1,1,1.0,章程修正案备案,1828180821ebc94b567cf3a15eeecbcb,1,1498492800000.0,37012721706150066
1,核准通过,2.0,章程备案,6ff8e5b0259ef0ae9faf5ca86d050414,变更,1511798400000.0,37012721711140047
1,核准通过,1.0,经理备案,98bcc6c4933307eb6d5086a3f446fa0c,变更,1432051200000.0,37010321505080001
,1,0.0,换照,0d061ae021634277fc11a650bce4bc85,1,1416153600000.0,37010520141117000068
,核准通过,5.0,投资人(股权)变更,e00958f9e82b71e1b55dd439b10bf579,变更,1150764779000.0,3701027794
,核准通过,3.0,工商所变更,a52bda21eb939c0183b5bc7af4672052,变更,1530806400000.0,95fb0164168d22e660eb
1,1,1.0,投资人(股权)变更,a9a24fd86c97553738886b3826db1e88,,1497801600000.0,37010521705080057
1,核准通过,1.0,章程修正案备案,8175d10eb7cf30a2ee45c9f4d7679c16,变更,1446998400000.0,37011221510260047
1,核准通过,2.0,,3c672c650d616dcf969ae6e7e68574d9,变更,1521561600000.0,c18f01623d1f243f4dbe
1,核准通过,1.0,经营范围变更,2bea6addb20d8c0eb040891b08850c74,变更,1458662400000.0,37012721603080047
1,核准通过,1.0,省,ed53aee77aa6aa2fc33112b0d94625bb,,1479657600000.0,37010421611040019
,1,11.0,住所变更,b08cc0b7a9bff33c3a18e418a5e95698,1,1318953600000.0,37011220111019000063
,核准通过,18.0,经营范围变更,257978c3b18b06bf9db4d768cf1456f1,变更,1419177600000.0,WB370104141219000023
1,1,1.0,号,48716b87abd2285e8d263b562773fbb7,,1488297600000.0,37012721702210105
1,核准通过,2.0,经营范围变更,c0a74f4c4e25f568eb90c4a96c0cec5e,变更,1525968000000.0,f2de01634ccded3e0e3e
,核准通过,10.0,经营范围变更,12d16e7a0cb73b955f5c73db1a984d18,变更,1368460800000.0,WB370102130509000043
,核准通过,5.0,许可经营项目变更,cd47949e9bf9f38d0fc61d6a77fd9862,变更,1290355200000.0,37010420101122000004
1,核准通过,1.0,投资人(股权)变更,90cd646d64358b073ddde8a1844f1261,,1466438400000.0,37010521606160009
,1,10.0,经营期限(营业期限)变更,c36e5f3752f0d925bc626d751158c359,1,1150161166000.0,370100125677
,核准通过,16.0,其他变更(邮政编码),f5b47500f130cb195b115d8dac474c28,变更,1171420332000.0,37010228542
1,1,1.0,经营范围变更,5d1ff7100b155429d888b387220c1895,,1465833600000.0,37010221606050001
,核准通过,8.0,企业类型变更,020c2774318dc8b6b92c5b705a8cfb13,变更,1341158400000.0,37010320120702000029
1,1,1.0,经理备案,a227d7c7d0f9ca004ae420a16412afcb,,1480003200000.0,37010421610260045
1,1,1.0,经理备案,16b30b6e7451b4db95eece4123008cd1,1,1524844800000.0,1e8c0162d7651ccd1a39
,核准通过,1.0,清算组负责人备案,9342a98caf521f194b1f560d3c62164d,,1535040000000.0,c8e6016560125f2e53ab
1,核准通过,1.0,经营范围变更,28c69b495f35577b422a20795210fa3f,,1466524800000.0,37010521606160085
,核准通过,1.0,工商所变更,b1764c637ead545625b57d8608c6e657,变更,1532966400000.0,0a960164d4364daa24dc
1,1,1.0,号,61b74c7697d86e8834d67ec803e67322,,1508169600000.0,37012721709210088
,核准通过,0.0,董事备案,b38ac043c33a50a59a19dbb380612858,变更,1355155200000.0,37010320121211000068
1,核准通过,1.0,经理备案,170348954de5133516faf3b746d1c9ff,变更,1434297600000.0,37010521506020061
,1,1.0,工商所变更,541acdc26e32fc82d49bad46b2c18405,1,1485187200000.0,37010221701180077
,核准通过,0.0,监事备案,3027a2138e0cd22be58d6fbdb71ab9d9,变更,1302710400000.0,37010220110414000073
1,核准通过,2.0,经营范围变更,f5660ead2a8bbcdf1fd813d11490b239,,1504627200000.0,37011221709050001
1,1,1.0,投资人(股权)变更,c60b650dc92b5d43fcb535a4404e5819,1,1457539200000.0,37010521602260019
1,核准通过,4.0,投资人(股权)变更,73a8b7d1b5a34d4dad1d58bdf23001bc,,1481817600000.0,37011221611150067
,核准通过,4.0,法定代表人变更,15d6d8abe1c4b34affc438b0e3c06a2a,变更,1218676202000.0,370100178488
1,核准通过,1.0,联络员信息,4ae7605923f9009bb1be697359080ec7,,1497283200000.0,37018121706020006
1,核准通过,1.0,章程修正案备案,358d25ce7664195628eac9496f2da6e4,变更,1454428800000.0,37010221601250046
,1,2.0,乡(镇/街道),8dc4893fcd02897f97ac2eb4fedc0353,1,1429718400000.0,2a78014ce444b9a10a0d
1,核准通过,1.0,企业类型变更,da5742be0d891af1b96c3365f875f549,变更,1444406400000.0,37010521507210035
,核准通过,1.0,许可经营项目变更,a6a98a5c86d3b7ca30d0d6c6dd1b158f,变更,1288281600000.0,37012720101029000008
1,1,1.0,经理备案,8c323eb424b3f5c7037bfecbc8df6ada,,1507564800000.0,37011221708230015
1,1,1.0,董事备案,1379322515e5ceef443bca5210765c40,,1469376000000.0,37010221607220064
